X,Y,OBJECTID,MONTH,YEAR,LOCALITY,NUMBER,NAME
175.483105572691613,-41.209624033523099,1521,2,2005,Huangarua River, ,Upland bully 
175.483105572691613,-41.209624033523099,1522,2,2005,Huangarua River,    20,Longfin eel 
175.483105572691613,-41.209624033523099,1523,2,2005,Huangarua River,    20,Shortfin eel 
175.483105572691613,-41.209624033523099,1524,2,2005,Huangarua River, ,Koura
175.470919222146534,-41.209082769458483,1525,5,2005,Huangarua River, ,Longfin eel 
175.470919222146534,-41.209082769458483,1526,5,2005,Huangarua River, ,Shortfin eel 
175.470919222146534,-41.209082769458483,1527,5,2005,Huangarua River, ,Unidentified bully 
175.470919222146534,-41.209082769458483,1528,5,2005,Huangarua River, ,Torrentfish 
175.47112730549739,-41.208267663594825,1529,12,1991,Huangarua River,     5,Torrentfish 
175.47112730549739,-41.208267663594825,1530,12,1991,Huangarua River,     1,Upland bully 
175.47112730549739,-41.208267663594825,1531,12,1991,Huangarua River,    10,Common bully
175.47112730549739,-41.208267663594825,1532,12,1991,Huangarua River,    38,Shortfin eel 
175.47112730549739,-41.208267663594825,1533,12,1991,Huangarua River,     8,Longfin eel 
174.859603116245211,-41.219698899844012,1534,6,1982,Korokoro Stream,     1,Giant kokopu 
174.859603116245211,-41.219698899844012,1535,6,1982,Korokoro Stream,    10,Shortfin eel 
174.859603116245211,-41.219698899844012,1536,6,1982,Korokoro Stream,    20,Longfin eel 
174.859603116245211,-41.219698899844012,1537,6,1982,Korokoro Stream, ,Bluegill bully 
174.859603116245211,-41.219698899844012,1538,6,1982,Korokoro Stream, ,Redfin bully 
174.859603116245211,-41.219698899844012,1539,6,1982,Korokoro Stream, ,Brown trout 
175.469089845775756,-41.208004826643602,1540,3,2007,Huangarua River, ,Black Flounder 
174.723580901594232,-41.220057246548429,1541,10,2007,Hawkins Gully,     1,Shortfin eel 
174.723580901594232,-41.220057246548429,1542,10,2007,Hawkins Gully,   100,Unidentified galaxiid 
174.723580901594232,-41.220057246548429,1543,10,2007,Hawkins Gully,     3,Redfin bully 
174.723580901594232,-41.220057246548429,1544,10,2007,Hawkins Gully,     1,Banded kokopu 
174.861936974925868,-41.217860006413972,1545,11,1974,Korokoro Stream,    17,Brown trout 
174.861936974925868,-41.217860006413972,1546,11,1974,Korokoro Stream, ,Redfin bully 
174.861936974925868,-41.217860006413972,1547,11,1974,Korokoro Stream, ,Longfin eel 
174.860744698371434,-41.217879179895917,1548,9,1982,Korokoro Stream, ,Shortfin eel 
174.860744698371434,-41.217879179895917,1549,9,1982,Korokoro Stream, ,Longfin eel 
174.860744698371434,-41.217879179895917,1550,9,1982,Korokoro Stream, ,Redfin bully 
174.860744698371434,-41.217879179895917,1551,9,1982,Korokoro Stream, ,Bluegill bully 
174.860744698371434,-41.217879179895917,1552,9,1982,Korokoro Stream, ,Brown trout 
174.877064073086245,-41.217516606131611,1553,9,2009,Unnamed stream Maungaraki, ,Longfin eel 
